"","Article_day","Article_Total","Date","Article_Num","website","link","headline","daily.article.number","total.article.number","Month","Day","Pariticipant_1_Eval","Pariticipant_2_Eval","Pariticipant_3_Eval","Pariticipant_4_Eval","Pariticipant_5_Eval","Pariticipant_6_Eval","Pariticipant_1_Likert_Eval","Pariticipant_2_Likert_Eval","Pariticipant_3_Likert_Eval","Pariticipant_4_Likert_Eval","Pariticipant_5_Likert_Eval","Pariticipant_6_Likert_Eval"
"154","nov 19_4",19,"19-Nov","ct_con","newsmax","https://www.newsmax.com/politics/pelosi-trump-whistleblower-nixon/2019/11/17/id/942035/","Pelosi: Trump 's Actions 'Worse' Than Nixon",4,19,"nov","19","True","True","True","True","True",NA,"6","6","5","5","5",NA
"155","nov 19_5",20,"19-Nov","ct_lib","cbsnews","https://www.cbsnews.com/news/kanye-west-joel-osteen-lakewood-church-kim-kardashian-church-service-nebuchadnezzar/?ftag=CNM-00-10aab6a&linkId=77264473","Kanye West calls himself ""greatest artist that God has ever created"" during Joel Osteen service",5,20,"nov","19","True","True","True","True","True",NA,"7","7","7","6","6",NA
"156","nov 20_1",21,"20-Nov","rss_con","dcdirtylaundry","https://dcdirtylaundry.com/no-shots-fired-citizen-with-a-gun-ends-gunmans-attack-at-oklahoma-walmart/","No Shots Fired! Citizen with a Gun Ends Gunman’s Attack at Oklahoma Walmart",1,21,"nov","20","Misl/False","Misl/False","Misl/False","Misl/False","Misl/False",NA,"1","3","2","4","1",NA
"157","nov 20_2",22,"20-Nov","rss_lib","crooksandliars","https://crooksandliars.com/2019/11/lt-col-vindman-americaright-matters","Lt. Col. Vindman: ‘This Is America...Here, Right Matters’",2,22,"nov","20","True","True","True","True","True",NA,"6","6","5","4","6",NA
"158","nov 20_3",23,"20-Nov","rss_unclear","natural news","https://www.naturalnews.com/2019-11-19-pounds-lost-doesnt-mean-fat-lost.html","Pounds lost doesn’t mean FAT lost: You CAN lose up to 2 pounds of fat a month – but it takes consistency and patience",3,23,"nov","20","Misl/False","Misl/False","CND","Misl/False","Misl/False",NA,"2","4","2","2","1",NA
"159","nov 20_4",24,"20-Nov","ct_con","washington times","https://www.washingtontimes.com/news/2019/nov/19/key-impeachment-witness-dodges-gop-questions-prote/","Key impeachment witness dodges GOP questions to protect whistleblower",4,24,"nov","20","True","True","True","True","Misl/False",NA,"6","6","6","5","5",NA
"160","nov 20_5",25,"20-Nov","ct_lib","huffington post","https://www.huffingtonpost.com.au/entry/woman-saves-scorched-koala-with-shirt_au_5dd474aae4b0fc53f20a6a44?ncid=fcbklnkushpmg00000063&utm_campaign=hp_fb_pages&utm_medium=facebook&utm_source=main_fb","Woman Saves Scorched Koala From Bushfire With Shirt Off Her Own Back",5,25,"nov","20","True","True","True","True","True",NA,"7","7","6","6","6",NA
"161","nov 21_1",26,"21-Nov","rss_con","teaparty.org","https://www.teaparty.org/indictment-against-head-of-burisma-reveals-hunter-biden-was-receiving-payments-from-money-raised-through-criminal-means-siphoned-laundered-from-ukraine-417981/","Indictment Against Head Of Burisma Reveals ‘Hunter Biden Was Receiving Payments From Money Raised Through Criminal Means, Siphoned, Laundered From Ukraine’",1,26,"nov","21",NA,"Misl/False","Misl/False","Misl/False","Misl/False","Misl/False",NA,"1","1","2","3","2"
"162","nov 21_2",27,"21-Nov","rss_lib","occupydemocrats","https://occupydemocrats.com/2019/11/20/sondlands-testimony-directly-implicates-trump-pence-and-pompeo-in-ukraine-quid-pro-quo-plot/","Sondland’s testimony directly implicates Trump, Pence and Pompeo in Ukraine quid pro quo plot",2,27,"nov","21",NA,"True","True","Misl/False","True","CND",NA,"6","6","5","5","4"
"163","nov 21_3",28,"21-Nov","rss_unclear","zerohedge","https://www.zerohedge.com/geopolitical/ukrainian-indictment-reveals-hunter-biden-group-made-165-million-mp","Ukrainian MP Claims $7.4 Billion Obama-Linked Laundering, Puts Biden Group Take At $16.5 Million",3,28,"nov","21",NA,"Misl/False","Misl/False","Misl/False","Misl/False","CND",NA,"2","1","2","2","2"
"164","nov 21_4",29,"21-Nov","ct_con","ijr","https://ijr.com/smollet-distress-malicious-prosecution-lawsuit-chicago/?utm_campaign=IJR%20-%20Facebook%20Content&utm_content=106041134&utm_medium=social&utm_source=facebook&hss_channel=fbp-189885532970","Smollet Claims He Suffered ‘Extreme Emotional Distress’ in Malicious Prosecution Lawsuit Against Chicago",4,29,"nov","21",NA,"True","True","True","True","True",NA,"7","6","6","6","6"
"165","nov 21_5",30,"21-Nov","ct_lib","nytimes","https://www.nytimes.com/2019/11/20/world/africa/almaas-elman-somalia.html?smtyp=cur&smid=fb-nytimes","Almaas Elman, Somali-Canadian Activist, Is Shot Dead in Mogadishu",5,30,"nov","21",NA,"True","True","True","True","True",NA,"7","7","6","7","7"
